course,target,label
"Shell Script, Apache Kafka, IBM Cognos Analytics, Linux Commands, Pipelines data, File Management, Databases, SQL, Business Intelligence, Star scheme, Bash (Scripting Language), Data Visualization",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Automation, Business Process Automation, Technical Consulting, Artificial Intelligence and Machine Learning (AI/ML), Organizational Effectiveness, Artificial Intelligence, Technology Strategies, Organizational Change, Prosecutor, Performance Measurement, Scalability, Operational Efficiency, Natural Language Processing",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Image Analysis, Large Language Modeling, Content Creation, Virtual Environment, IBM Cloud, Artificial Intelligence, Business Ethics",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Data Security, Query Languages, Database Architecture and Administration, Machine Learning, Transaction Processing, Distributed Computing, Integrity data, Databases, Cloud Computing, SQL, Database Management, Big data",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Machine Learning, Linear algebra, Sampling (Statistics), Pseudocode, Machine Learning Algorithms, Deep Learning, Artificial Neural Networks, Reinforcement Learning, Probability Distribution, Artificial Intelligence, Supervised Learning, Mark's model",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,1
"Data Security, Query Languages, Database Architecture and Administration, Machine Learning, Transaction Processing, Distributed Computing, Integrity data, Databases, Cloud Computing, SQL, Database Management, Big data",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Machine Learning, Linear algebra, Sampling (Statistics), Pseudocode, Machine Learning Algorithms, Deep Learning, Artificial Neural Networks, Reinforcement Learning, Probability Distribution, Artificial Intelligence, Supervised Learning, Mark's model",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Image Analysis, Large Language Modeling, Content Creation, Virtual Environment, IBM Cloud, Artificial Intelligence, Business Ethics",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Automation, Business Process Automation, Technical Consulting, Artificial Intelligence and Machine Learning (AI/ML), Organizational Effectiveness, Artificial Intelligence, Technology Strategies, Organizational Change, Prosecutor, Performance Measurement, Scalability, Operational Efficiency, Natural Language Processing","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Workflow Management, ChatGPT, Planning, Generative AI Agents, Prompt Engineering, Organizational Leadership, Agentic systems, Productivity, Automation, Prosecutor, Business Intelligence, Generative AI","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",0
"Mysql, Stored Procedure, Database Management, Data Structures, Transaction Processing, SQL, Integrity data, Performance Tuning, Database Design, Java, Database Development, Relational Databases","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Data Collection, Database Design, Power BI, Microsoft Power Platform, SQL, Data Integration, Business Intelligence, Business Reporting, Data manipulation, Statistical Reporting, Data Visualization, Data Storage",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Workflow Management, ChatGPT, Planning, Generative AI Agents, Prompt Engineering, Organizational Leadership, Agentic systems, Productivity, Automation, Prosecutor, Business Intelligence, Generative AI",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Mysql, Stored Procedure, Database Management, Data Structures, Transaction Processing, SQL, Integrity data, Performance Tuning, Database Design, Java, Database Development, Relational Databases",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Serve page, Node.js, Date Amount/Export, Cloud Computing Architecture, Full-Stack Web Development, Software Architecture, Flask (Web Framework), Responsive Web Design, Engineering Software, Prompt Engineering, Cloud Computing, Application Deployment",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Intrusion Detection and Prevention, Cyber Attacks, Incident Response, Cybersecurity, Vulnerability Assessments, Computer Security Incident Management, SQL, Interview Skills, Harding, Bash (Scripting Language), Network Security, Threat Management",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,1
"Applied Machine Learning, Machine Learning, Image Analysis, Large Language Modeling, Linear algebra, Keras (Neural Network Library), Machine Learning Algorithms, Deep Learning, Computer Vision, Artificial Neural Networks, Natural Language Processing, Artificial Intelligence","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Software Engineering, Date Amount/Export, Cloud Computing Architecture, Continuous Integration, Linux Commands, User Story, Flask (Web Framework), Gherkin (Scripting Language), Test Driven Development (TDD), Open Web Application Security Project (OWASP), Application Deployment, Jenkins","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",1
"Network Protocols, Network Analysis, Cybersecurity, Open Shortest Path First (OSPF), Network Architecture, Dynamic Host Configuration Protocol (DHCP), Network Security, General Networking, File Transfer Protocol (FTP), TCP/IP, Intrusion Detection and Prevention, System Configuration, Network Routing",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Cyber Governance, Data Security, Cyber Security Strategy, Infrastructure Security, Threat Detection, Security Management, Telecommunications, Governance, Cyber Security Policies, Enterprise Security, Computer Security Awareness Training, Cybersecurity, Public Safety and National Security, Cyber Attacks, Security Awareness, Risk Management, Cyber Risk, Vulnerability, Political Sciences, General Networking",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Incident Response, Data Governance, Firewall, Cryptography, Cybersecurity, Encryption, Cyber Attacks, Network Security, Authorization (Computing), Identity and Access Management, Computer Security, Risk Management, User Accounts, Security Information and Event Management (SIEM), Threat Detection, Vulnerability Assessments, Security Management, Security Controls, Personally Identifiable Information, Data Security",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Software Engineering, Date Amount/Export, Cloud Computing Architecture, Continuous Integration, Linux Commands, User Story, Flask (Web Framework), Gherkin (Scripting Language), Test Driven Development (TDD), Open Web Application Security Project (OWASP), Application Deployment, Jenkins","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Cloud Computing Architecture, Governance, Incident Response, Cybersecurity, Application Security, Computer Security Incident Management, Network Troubleshooting, Disaster Recovery, Network Security, Penetration Testing, Virtualization, Information Technology",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Machine Learning, RMMARKDOWN, R Programming, Statistical Hypothesis Testing, Shiny (R Package), Github, Regression Analysis, Data manipulation, Machine Learning Algorithms, Predictive Modeling, Data Visualization, Statistical Analysis",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Incident Response, Threat Detection, Threat Modeling, Cyber Operations, Network Monitoring, Cybersecurity, Event Monitoring, Automation, Cyber Attacks, Security Management, Computer Security Incident Management, Security Information and Event Management (SIEM)","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Routing Protocols, Endpoint Security, Linux Administration, Database Design, File Systems, Incident Response, Computer Security Incident Management, SQL, Scripting, Database Management, Security Management, Network Security",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Routing Protocols, Endpoint Security, Linux Administration, Database Design, File Systems, Incident Response, Computer Security Incident Management, SQL, Scripting, Database Management, Security Management, Network Security",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,1
"Routing Protocols, Endpoint Security, Linux Administration, Database Design, File Systems, Incident Response, Computer Security Incident Management, SQL, Scripting, Database Management, Security Management, Network Security","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",0
"Data Structures, Algorithms, Problem management, Python Programming, Programming Principles, Computational Thinking, Debugging, Development Environment, Computer Programming, Integrated Development Environment",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Image Analysis, Large Language Modeling, Content Creation, Virtual Environment, IBM Cloud, Artificial Intelligence, Business Ethics",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"International Relations, Security Management, Safety and Security, Intelligence Collection and Analysis, Risk Management, Economics, Policy, and Social Studies, Governance, Public Safety and National Security, Cybersecurity, Cultural Diversity",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Cyber Attacks, Infrastructure Security, Computer Security, Data Encryption Standard, Cybersecurity, Cyber Security Policies, Authentications, Network Security, Network Architecture, Mobile Security, Cryptography, Firewall","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Unsupervised Learning, Applied Machine Learning, Machine Learning, Generative AI Agents, Large Language Modeling, Prompt Engineering, Keras (Neural Network Library), Regression Analysis, Generative AI, Deep Learning, Artificial Neural Networks, Natural Language Processing","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",1
"Unsupervised Learning, Date Amount/Export, Data Literacy, SQL, Data manipulation, Generative AI, Jupyter, Interactive data viewing, Data Visualization, Data wrangling, Exploratory Data Analysis, Dashboard",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Unsupervised Learning, Date Amount/Export, Data Literacy, SQL, Data manipulation, Generative AI, Jupyter, Interactive data viewing, Data Visualization, Data wrangling, Exploratory data analysis, Dashboard","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",1
"Malware Protection, Intrusion Detection and Prevention, Endpoint Security, Cyber Security Assessment, TCP/IP, Incident Response, Cybersecurity, Cloud Computing, Identity and Access Management, Computer Security Incident Management, Networking hardware, Interview Skills",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,1
"Malware Protection, ChatGPT, Threat Detection, Large Language Modeling, Prompt Engineering, Incident Response, Cybersecurity, Content Creation, IBM Cloud, Generative AI, Natural Language Processing, Artificial Intelligence","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Data Collection, Database Design, Programming Principles, Web Services, Databases, SQL, Database Management, Data Visualization, Date modeling, Data Structures, Network Protocols, Computer Programming",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Web Scraping, Computer Programming, The rest of the API, Automation, Data analysis, Data Structures, Scripting, Object Oriented Programming (OOP), Programming Principles, Data Processing, Pandas (Python Package), Application Programming Interface (API), Numpy, Data manipulation, Json, Jupyter, Python Programming, Date Amount/Export",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Technical Support, Package and Software Management, Applicant Tracking Systems, Cloud infrastructure, Computer Security, It infrastructure, TCP/IP, Information Systems Security, File Systems, Professional Development, Systems Administration, Microsoft Windows","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Data Structures, Algorithms, Problem management, Python Programming, Programming Principles, Computational Thinking, Debugging, Development Environment, Computer Programming, Integrated Development Environment","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Intrusion Detection and Prevention, Cyber Attacks, Incident Response, Cybersecurity, Vulnerability Assessments, Computer Security Incident Management, SQL, Interview Skills, Harding, Bash (Scripting Language), Network Security, Threat Management","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",1
"Distributed Computing, Scalability, Cryptography, Vulnerability Assessments, Application Security, Algorithms, Secure Coding, Blockchain, Integrity data, Cybersecurity, Encryption, Network Security, Threat Modeling",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Unsupervised Learning, Date Amount/Export, Data Literacy, SQL, Data manipulation, Generative AI, Jupyter, Interactive data viewing, Data Visualization, Data wrangling, Exploratory Data Analysis, Dashboard",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Distributed Computing, Scalability, Cryptography, Vulnerability Assessments, Application Security, Algorithms, Secure Coding, Blockchain, Integrity data, Cybersecurity, Encryption, Network Security, Threat Modeling",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Unsupervised Learning, Applied Machine Learning, Machine Learning, Generative AI Agents, Large Language Modeling, Prompt Engineering, Keras (Neural Network Library), Regression Analysis, Generative AI, Deep Learning, Artificial Neural Networks, Natural Language Processing",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Network Architecture, Virtual Private Networks (VPN), Wide Area Networks",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Quality Assessment, Applicant Tracking Systems, Backlogs, Agile methodology, Quality Management, Project management, Analysis requirements, Project Controls, Team Management, Project Scoping, Interview Skills, Agile Project Management",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
